# 2theta(deg)  intensity
1.670243393900820106e+00 1.188190527343750000e+04
1.673676576622096235e+00 1.972900195312500000e+04
1.677109759343372364e+00 2.992908007812500000e+04
1.680542942064648493e+00 3.981508593750000000e+04
1.683976124785924622e+00 4.513781640625000000e+04
1.687409307507200751e+00 4.365971875000000000e+04
1.690842490228476658e+00 3.547570312500000000e+04
1.694275672949752787e+00 2.506916406250000000e+04
1.697708855671029138e+00 1.533788085937500000e+04
1.701142038392305045e+00 9.078214843750000000e+03
1.704575221113581174e+00 5.831692382812500000e+03
1.708008403834857303e+00 4.414870117187500000e+03
1.711441586556133210e+00 3.791236328125000000e+03
1.714874769277409339e+00 3.471988037109375000e+03
1.718307951998685468e+00 3.303358642578125000e+03
1.721741134719961597e+00 3.197283203125000000e+03
1.725174317441237726e+00 3.125742431640625000e+03
1.728607500162513633e+00 3.070416503906250000e+03
1.732040682883789762e+00 3.029516601562500000e+03
1.735473865605066113e+00 2.994407226562500000e+03
1.738907048326342020e+00 2.967074707031250000e+03
1.742340231047618149e+00 2.941574707031250000e+03
1.745773413768894278e+00 2.920014404296875000e+03
1.749206596490170185e+00 2.898894775390625000e+03
1.752639779211446536e+00 2.877262451171875000e+03
1.756072961932722665e+00 2.857942871093750000e+03
1.759506144653998572e+00 2.839312011718750000e+03
1.762939327375274701e+00 2.825132324218750000e+03
1.766372510096550830e+00 2.810756591796875000e+03
1.769805692817826959e+00 2.797054687500000000e+03
1.773238875539103088e+00 2.781560791015625000e+03
1.776672058260379217e+00 2.766741699218750000e+03
1.780105240981655124e+00 2.753871582031250000e+03
1.783538423702931253e+00 2.742769775390625000e+03
1.786971606424207604e+00 2.730247558593750000e+03
1.790404789145483511e+00 2.719218750000000000e+03
1.793837971866759640e+00 2.706038085937500000e+03
1.797271154588035991e+00 2.697860839843750000e+03
1.800704337309312120e+00 2.689527343750000000e+03
1.804137520030588249e+00 2.680767333984375000e+03
1.807570702751864156e+00 2.668705078125000000e+03
1.811003885473140285e+00 2.657934570312500000e+03
1.814437068194416414e+00 2.649251708984375000e+03
1.817870250915692321e+00 2.642841308593750000e+03
1.821303433636968450e+00 2.634695312500000000e+03
1.824736616358244579e+00 2.626835449218750000e+03
1.828169799079520486e+00 2.618849853515625000e+03
1.831602981800797059e+00 2.610897460937500000e+03
1.835036164522073188e+00 2.604322998046875000e+03
1.838469347243349095e+00 2.597203369140625000e+03
1.841902529964625224e+00 2.593850097656250000e+03
1.845335712685901353e+00 2.584941894531250000e+03
1.848768895407177260e+00 2.577389892578125000e+03
1.852202078128453389e+00 2.570234619140625000e+03
1.855635260849729518e+00 2.563501953125000000e+03
1.859068443571005425e+00 2.555574951171875000e+03
1.862501626292281554e+00 2.548778564453125000e+03
1.865934809013557683e+00 2.541827880859375000e+03
1.869367991734834034e+00 2.534685058593750000e+03
1.872801174456110163e+00 2.526277343750000000e+03
1.876234357177386070e+00 2.520002197265625000e+03
1.879667539898662199e+00 2.513078369140625000e+03
1.883100722619938328e+00 2.505682128906250000e+03
1.886533905341214234e+00 2.499689453125000000e+03
1.889967088062490363e+00 2.496661376953125000e+03
1.893400270783766492e+00 2.492960693359375000e+03
1.896833453505042399e+00 2.489330566406250000e+03
1.900266636226318528e+00 2.482597167968750000e+03
1.903699818947595102e+00 2.477297363281250000e+03
1.907133001668871009e+00 2.472656494140625000e+03
1.910566184390147138e+00 2.467518066406250000e+03
1.913999367111423267e+00 2.461388671875000000e+03
1.917432549832699173e+00 2.454690429687500000e+03
1.920865732553975302e+00 2.448422607421875000e+03
1.924298915275251431e+00 2.443576171875000000e+03
1.927732097996527338e+00 2.439018554687500000e+03
1.931165280717803467e+00 2.436422851562500000e+03
1.934598463439079596e+00 2.431842529296875000e+03
1.938031646160355947e+00 2.430377685546875000e+03
1.941464828881632076e+00 2.426833740234375000e+03
1.944898011602907983e+00 2.425479492187500000e+03
1.948331194324184112e+00 2.421781494140625000e+03
1.951764377045460241e+00 2.416092529296875000e+03
1.955197559766736148e+00 2.409912841796875000e+03
1.958630742488012277e+00 2.407758300781250000e+03
1.962063925209288406e+00 2.406822753906250000e+03
1.965497107930564535e+00 2.404106445312500000e+03
1.968930290651840442e+00 2.400198242187500000e+03
1.972363473373116571e+00 2.395718750000000000e+03
1.975796656094392922e+00 2.391660400390625000e+03
1.979229838815669051e+00 2.390720214843750000e+03
1.982663021536945180e+00 2.388997070312500000e+03
1.986096204258221087e+00 2.384090087890625000e+03
